question_id,description,topic,detailed_solution,option_id,option_description,is_correct,predicted_difficulty
1903,Trachea consist of which epithelium ?,structural organisation in animals ,"**Explanation:**

The trachea is a part of the respiratory system that carries air to and from the lungs. It is lined with a pseudostratified ciliated columnar epithelium. This type of epithelium consists of multiple layers of cells, but only the superficial cells (the ones closest to the lumen) have cilia.

* **Pseudostratified:** All cells are attached to the basement membrane, but not all reach the surface.
* **Ciliated:** Superficial cells bear cilia.
* **Columnar:** All cells are tall and column-shaped.

The cilia in the trachea help to move mucus and debris towards the pharynx, where it can be expectorated or swallowed. The mucous layer traps foreign particles and microorganisms, protecting the delicate respiratory tissues from damage.

**Additional context:**

* The trachea is also known as the windpipe.
* It is composed of 16-20 C-shaped cartilaginous rings that are incomplete posteriorly.
* The cartilaginous rings prevent the trachea from collapsing during inhalation.
* The esophagus is located posterior to the trachea.",7626,Simple columnar,FALSE,medium
1903,Trachea consist of which epithelium ?,structural organisation in animals ,"**Explanation:**

The trachea is a part of the respiratory system that carries air to and from the lungs. It is lined with a pseudostratified ciliated columnar epithelium. This type of epithelium consists of multiple layers of cells, but only the superficial cells (the ones closest to the lumen) have cilia.

* **Pseudostratified:** All cells are attached to the basement membrane, but not all reach the surface.
* **Ciliated:** Superficial cells bear cilia.
* **Columnar:** All cells are tall and column-shaped.

The cilia in the trachea help to move mucus and debris towards the pharynx, where it can be expectorated or swallowed. The mucous layer traps foreign particles and microorganisms, protecting the delicate respiratory tissues from damage.

**Additional context:**

* The trachea is also known as the windpipe.
* It is composed of 16-20 C-shaped cartilaginous rings that are incomplete posteriorly.
* The cartilaginous rings prevent the trachea from collapsing during inhalation.
* The esophagus is located posterior to the trachea.",7627,Simple ciliated,TRUE,medium
1903,Trachea consist of which epithelium ?,structural organisation in animals ,"**Explanation:**

The trachea is a part of the respiratory system that carries air to and from the lungs. It is lined with a pseudostratified ciliated columnar epithelium. This type of epithelium consists of multiple layers of cells, but only the superficial cells (the ones closest to the lumen) have cilia.

* **Pseudostratified:** All cells are attached to the basement membrane, but not all reach the surface.
* **Ciliated:** Superficial cells bear cilia.
* **Columnar:** All cells are tall and column-shaped.

The cilia in the trachea help to move mucus and debris towards the pharynx, where it can be expectorated or swallowed. The mucous layer traps foreign particles and microorganisms, protecting the delicate respiratory tissues from damage.

**Additional context:**

* The trachea is also known as the windpipe.
* It is composed of 16-20 C-shaped cartilaginous rings that are incomplete posteriorly.
* The cartilaginous rings prevent the trachea from collapsing during inhalation.
* The esophagus is located posterior to the trachea.",7628,Simple cuboidal,FALSE,medium
1903,Trachea consist of which epithelium ?,structural organisation in animals ,"**Explanation:**

The trachea is a part of the respiratory system that carries air to and from the lungs. It is lined with a pseudostratified ciliated columnar epithelium. This type of epithelium consists of multiple layers of cells, but only the superficial cells (the ones closest to the lumen) have cilia.

* **Pseudostratified:** All cells are attached to the basement membrane, but not all reach the surface.
* **Ciliated:** Superficial cells bear cilia.
* **Columnar:** All cells are tall and column-shaped.

The cilia in the trachea help to move mucus and debris towards the pharynx, where it can be expectorated or swallowed. The mucous layer traps foreign particles and microorganisms, protecting the delicate respiratory tissues from damage.

**Additional context:**

* The trachea is also known as the windpipe.
* It is composed of 16-20 C-shaped cartilaginous rings that are incomplete posteriorly.
* The cartilaginous rings prevent the trachea from collapsing during inhalation.
* The esophagus is located posterior to the trachea.",7629,Stratified cuboidal,FALSE,medium
1904,Characteristic of simple epithelium is :,structural organisation in animals ,"**Answer.** They make a definite layer

**Explanation:** Simple epithelium is the simplest type of epithelium, consisting of a single layer of cells that line the surfaces of organs and body cavities. The cells of simple epithelium are typically thin and flat, and they fit closely together to form a continuous layer. This layer provides a barrier between the underlying tissues and the external environment, and it also allows for the passage of substances between the two.",7630,They are arranged irregularly,FALSE,medium
1904,Characteristic of simple epithelium is :,structural organisation in animals ,"**Answer.** They make a definite layer

**Explanation:** Simple epithelium is the simplest type of epithelium, consisting of a single layer of cells that line the surfaces of organs and body cavities. The cells of simple epithelium are typically thin and flat, and they fit closely together to form a continuous layer. This layer provides a barrier between the underlying tissues and the external environment, and it also allows for the passage of substances between the two.",7631,They make a definite layer,TRUE,medium
1904,Characteristic of simple epithelium is :,structural organisation in animals ,"**Answer.** They make a definite layer

**Explanation:** Simple epithelium is the simplest type of epithelium, consisting of a single layer of cells that line the surfaces of organs and body cavities. The cells of simple epithelium are typically thin and flat, and they fit closely together to form a continuous layer. This layer provides a barrier between the underlying tissues and the external environment, and it also allows for the passage of substances between the two.",7632,Continue to divide and help in organ function,FALSE,medium
1904,Characteristic of simple epithelium is :,structural organisation in animals ,"**Answer.** They make a definite layer

**Explanation:** Simple epithelium is the simplest type of epithelium, consisting of a single layer of cells that line the surfaces of organs and body cavities. The cells of simple epithelium are typically thin and flat, and they fit closely together to form a continuous layer. This layer provides a barrier between the underlying tissues and the external environment, and it also allows for the passage of substances between the two.",7633,Never divide,FALSE,medium
1905,Vesicles of thyroid gland is composed of :,structural organisation in animals ,"**Explanation:**

The thyroid gland is a small, butterfly-shaped gland located in the neck. It secretes thyroid hormones, which regulate metabolism and growth.

The thyroid gland is composed of follicles, which are small, spherical structures. Each follicle is lined with a single layer of simple cuboidal epithelium. This epithelium is composed of cells that are cuboidal in shape, with a single nucleus. The simple cuboidal epithelium is responsible for the production and secretion of thyroid hormones.

The lumen of each follicle is filled with a gelatinous substance called colloid. Colloid is a mixture of proteins and carbohydrates, which contains the thyroid hormones.

**Additional context:**

* The thyroid gland is located in the anterior neck, just below the larynx.
* The gland is composed of two lobes, which are connected by a narrow isthmus.
* The thyroid gland is supplied by the superior thyroid artery and the inferior thyroid artery.
* The thyroid gland is innervated by the recurrent laryngeal nerve.

**Importance of the question:**

This question is important because it tests the student's understanding of the structural organization of the thyroid gland. This knowledge is essential for understanding the function of the thyroid gland and its role in regulating metabolism and growth.",7634,Simple squamous epithelium,FALSE,medium
1905,Vesicles of thyroid gland is composed of :,structural organisation in animals ,"**Explanation:**

The thyroid gland is a small, butterfly-shaped gland located in the neck. It secretes thyroid hormones, which regulate metabolism and growth.

The thyroid gland is composed of follicles, which are small, spherical structures. Each follicle is lined with a single layer of simple cuboidal epithelium. This epithelium is composed of cells that are cuboidal in shape, with a single nucleus. The simple cuboidal epithelium is responsible for the production and secretion of thyroid hormones.

The lumen of each follicle is filled with a gelatinous substance called colloid. Colloid is a mixture of proteins and carbohydrates, which contains the thyroid hormones.

**Additional context:**

* The thyroid gland is located in the anterior neck, just below the larynx.
* The gland is composed of two lobes, which are connected by a narrow isthmus.
* The thyroid gland is supplied by the superior thyroid artery and the inferior thyroid artery.
* The thyroid gland is innervated by the recurrent laryngeal nerve.

**Importance of the question:**

This question is important because it tests the student's understanding of the structural organization of the thyroid gland. This knowledge is essential for understanding the function of the thyroid gland and its role in regulating metabolism and growth.",7635,Simple cuboidal epithelium,TRUE,medium
1905,Vesicles of thyroid gland is composed of :,structural organisation in animals ,"**Explanation:**

The thyroid gland is a small, butterfly-shaped gland located in the neck. It secretes thyroid hormones, which regulate metabolism and growth.

The thyroid gland is composed of follicles, which are small, spherical structures. Each follicle is lined with a single layer of simple cuboidal epithelium. This epithelium is composed of cells that are cuboidal in shape, with a single nucleus. The simple cuboidal epithelium is responsible for the production and secretion of thyroid hormones.

The lumen of each follicle is filled with a gelatinous substance called colloid. Colloid is a mixture of proteins and carbohydrates, which contains the thyroid hormones.

**Additional context:**

* The thyroid gland is located in the anterior neck, just below the larynx.
* The gland is composed of two lobes, which are connected by a narrow isthmus.
* The thyroid gland is supplied by the superior thyroid artery and the inferior thyroid artery.
* The thyroid gland is innervated by the recurrent laryngeal nerve.

**Importance of the question:**

This question is important because it tests the student's understanding of the structural organization of the thyroid gland. This knowledge is essential for understanding the function of the thyroid gland and its role in regulating metabolism and growth.",7636,Stratified squamous epithelium,FALSE,medium
1905,Vesicles of thyroid gland is composed of :,structural organisation in animals ,"**Explanation:**

The thyroid gland is a small, butterfly-shaped gland located in the neck. It secretes thyroid hormones, which regulate metabolism and growth.

The thyroid gland is composed of follicles, which are small, spherical structures. Each follicle is lined with a single layer of simple cuboidal epithelium. This epithelium is composed of cells that are cuboidal in shape, with a single nucleus. The simple cuboidal epithelium is responsible for the production and secretion of thyroid hormones.

The lumen of each follicle is filled with a gelatinous substance called colloid. Colloid is a mixture of proteins and carbohydrates, which contains the thyroid hormones.

**Additional context:**

* The thyroid gland is located in the anterior neck, just below the larynx.
* The gland is composed of two lobes, which are connected by a narrow isthmus.
* The thyroid gland is supplied by the superior thyroid artery and the inferior thyroid artery.
* The thyroid gland is innervated by the recurrent laryngeal nerve.

**Importance of the question:**

This question is important because it tests the student's understanding of the structural organization of the thyroid gland. This knowledge is essential for understanding the function of the thyroid gland and its role in regulating metabolism and growth.",7637,Stratified cuboidal epithelium,FALSE,medium
1906,Which of the following is not an endocrine gland ?,structural organisation in animals ,"An endocrine gland is a gland that secretes its products (hormones) directly into the bloodstream rather than through a duct. Hormones are chemical messengers that affect the activity of target cells or organs.

Salivary glands, on the other hand, are exocrine glands that secrete their products (saliva) through ducts. Saliva is a clear liquid that helps to lubricate the mouth and break down food.

Therefore, salivary glands are not endocrine glands because they do not secrete their products directly into the bloodstream.

**Additional context:**

The endocrine system is a network of glands that produce and secrete hormones. Hormones are chemical messengers that travel through the bloodstream to target cells or organs. The endocrine system plays a vital role in regulating many bodily functions, including metabolism, growth, reproduction, and mood.

The major endocrine glands include the pituitary gland, thyroid gland, adrenal glands, pancreas, and gonads (ovaries and testes).

**Explanation for a 12th standard student preparing for NEET entrance exam:**

The NEET exam is a competitive entrance exam for admission to medical colleges in India. The exam covers a wide range of topics in biology, chemistry, and physics.

The question ""Which of the following is not an endocrine gland?"" is a basic question that tests the student's understanding of the endocrine system. The student should be able to identify the major endocrine glands and distinguish them from other types of glands.

The answer to the question is ""Salivary."" Salivary glands are exocrine glands that secrete saliva through ducts. They do not secrete hormones directly into the bloodstream and are therefore not endocrine glands.",7638,Thyroid,FALSE,medium
1906,Which of the following is not an endocrine gland ?,structural organisation in animals ,"An endocrine gland is a gland that secretes its products (hormones) directly into the bloodstream rather than through a duct. Hormones are chemical messengers that affect the activity of target cells or organs.

Salivary glands, on the other hand, are exocrine glands that secrete their products (saliva) through ducts. Saliva is a clear liquid that helps to lubricate the mouth and break down food.

Therefore, salivary glands are not endocrine glands because they do not secrete their products directly into the bloodstream.

**Additional context:**

The endocrine system is a network of glands that produce and secrete hormones. Hormones are chemical messengers that travel through the bloodstream to target cells or organs. The endocrine system plays a vital role in regulating many bodily functions, including metabolism, growth, reproduction, and mood.

The major endocrine glands include the pituitary gland, thyroid gland, adrenal glands, pancreas, and gonads (ovaries and testes).

**Explanation for a 12th standard student preparing for NEET entrance exam:**

The NEET exam is a competitive entrance exam for admission to medical colleges in India. The exam covers a wide range of topics in biology, chemistry, and physics.

The question ""Which of the following is not an endocrine gland?"" is a basic question that tests the student's understanding of the endocrine system. The student should be able to identify the major endocrine glands and distinguish them from other types of glands.

The answer to the question is ""Salivary."" Salivary glands are exocrine glands that secrete saliva through ducts. They do not secrete hormones directly into the bloodstream and are therefore not endocrine glands.",7639,Thymus,FALSE,medium
1906,Which of the following is not an endocrine gland ?,structural organisation in animals ,"An endocrine gland is a gland that secretes its products (hormones) directly into the bloodstream rather than through a duct. Hormones are chemical messengers that affect the activity of target cells or organs.

Salivary glands, on the other hand, are exocrine glands that secrete their products (saliva) through ducts. Saliva is a clear liquid that helps to lubricate the mouth and break down food.

Therefore, salivary glands are not endocrine glands because they do not secrete their products directly into the bloodstream.

**Additional context:**

The endocrine system is a network of glands that produce and secrete hormones. Hormones are chemical messengers that travel through the bloodstream to target cells or organs. The endocrine system plays a vital role in regulating many bodily functions, including metabolism, growth, reproduction, and mood.

The major endocrine glands include the pituitary gland, thyroid gland, adrenal glands, pancreas, and gonads (ovaries and testes).

**Explanation for a 12th standard student preparing for NEET entrance exam:**

The NEET exam is a competitive entrance exam for admission to medical colleges in India. The exam covers a wide range of topics in biology, chemistry, and physics.

The question ""Which of the following is not an endocrine gland?"" is a basic question that tests the student's understanding of the endocrine system. The student should be able to identify the major endocrine glands and distinguish them from other types of glands.

The answer to the question is ""Salivary."" Salivary glands are exocrine glands that secrete saliva through ducts. They do not secrete hormones directly into the bloodstream and are therefore not endocrine glands.",7640,Adrenal,FALSE,medium
1906,Which of the following is not an endocrine gland ?,structural organisation in animals ,"An endocrine gland is a gland that secretes its products (hormones) directly into the bloodstream rather than through a duct. Hormones are chemical messengers that affect the activity of target cells or organs.

Salivary glands, on the other hand, are exocrine glands that secrete their products (saliva) through ducts. Saliva is a clear liquid that helps to lubricate the mouth and break down food.

Therefore, salivary glands are not endocrine glands because they do not secrete their products directly into the bloodstream.

**Additional context:**

The endocrine system is a network of glands that produce and secrete hormones. Hormones are chemical messengers that travel through the bloodstream to target cells or organs. The endocrine system plays a vital role in regulating many bodily functions, including metabolism, growth, reproduction, and mood.

The major endocrine glands include the pituitary gland, thyroid gland, adrenal glands, pancreas, and gonads (ovaries and testes).

**Explanation for a 12th standard student preparing for NEET entrance exam:**

The NEET exam is a competitive entrance exam for admission to medical colleges in India. The exam covers a wide range of topics in biology, chemistry, and physics.

The question ""Which of the following is not an endocrine gland?"" is a basic question that tests the student's understanding of the endocrine system. The student should be able to identify the major endocrine glands and distinguish them from other types of glands.

The answer to the question is ""Salivary."" Salivary glands are exocrine glands that secrete saliva through ducts. They do not secrete hormones directly into the bloodstream and are therefore not endocrine glands.",7641,Salivary,TRUE,medium
1907,Characteristic of epithelial tissues is :,structural organisation in animals ,"**Epithelial tissues** are characterized by cells that are closely packed together, with little or no intercellular space. This arrangement of cells provides a barrier that protects the underlying tissues from the external environment. Epithelial tissues also have a high rate of cell turnover, with new cells being produced to replace old or damaged cells.

The ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.

**Additional context:**

Epithelial tissues are found in a variety of locations in the body, including the skin, the lining of the digestive tract, and the respiratory tract. Epithelial cells can be classified into two main types: glandular and non-glandular. Glandular epithelial cells secrete substances such as mucus and enzymes, while non-glandular epithelial cells simply protect the underlying tissues.

**Explanation of the answer:**

The answer to the question is correct because the ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.",7642,Never produce glands,FALSE,medium
1907,Characteristic of epithelial tissues is :,structural organisation in animals ,"**Epithelial tissues** are characterized by cells that are closely packed together, with little or no intercellular space. This arrangement of cells provides a barrier that protects the underlying tissues from the external environment. Epithelial tissues also have a high rate of cell turnover, with new cells being produced to replace old or damaged cells.

The ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.

**Additional context:**

Epithelial tissues are found in a variety of locations in the body, including the skin, the lining of the digestive tract, and the respiratory tract. Epithelial cells can be classified into two main types: glandular and non-glandular. Glandular epithelial cells secrete substances such as mucus and enzymes, while non-glandular epithelial cells simply protect the underlying tissues.

**Explanation of the answer:**

The answer to the question is correct because the ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.",7643,Cells can undergo rapid divisions,TRUE,medium
1907,Characteristic of epithelial tissues is :,structural organisation in animals ,"**Epithelial tissues** are characterized by cells that are closely packed together, with little or no intercellular space. This arrangement of cells provides a barrier that protects the underlying tissues from the external environment. Epithelial tissues also have a high rate of cell turnover, with new cells being produced to replace old or damaged cells.

The ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.

**Additional context:**

Epithelial tissues are found in a variety of locations in the body, including the skin, the lining of the digestive tract, and the respiratory tract. Epithelial cells can be classified into two main types: glandular and non-glandular. Glandular epithelial cells secrete substances such as mucus and enzymes, while non-glandular epithelial cells simply protect the underlying tissues.

**Explanation of the answer:**

The answer to the question is correct because the ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.",7644,Abundant vascularisation,FALSE,medium
1907,Characteristic of epithelial tissues is :,structural organisation in animals ,"**Epithelial tissues** are characterized by cells that are closely packed together, with little or no intercellular space. This arrangement of cells provides a barrier that protects the underlying tissues from the external environment. Epithelial tissues also have a high rate of cell turnover, with new cells being produced to replace old or damaged cells.

The ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.

**Additional context:**

Epithelial tissues are found in a variety of locations in the body, including the skin, the lining of the digestive tract, and the respiratory tract. Epithelial cells can be classified into two main types: glandular and non-glandular. Glandular epithelial cells secrete substances such as mucus and enzymes, while non-glandular epithelial cells simply protect the underlying tissues.

**Explanation of the answer:**

The answer to the question is correct because the ability of epithelial cells to undergo rapid divisions is essential for maintaining the integrity of the epithelial barrier. If cells were not able to divide quickly, the epithelium would become damaged and the underlying tissues would be exposed to the external environment.",7645,Large intercellular spaces,FALSE,medium
1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",structural organisation in animals ,"**Correct Answer: c. Multilayer of cells**

Compound epithelia are classified based on the shape and arrangement of cells in different layers. They are typically multilayer, meaning they have more than one layer of cells. The cells in compound epithelia can be of different shapes, such as squamous, cuboidal, or columnar, and can be arranged in various ways.

Option a is incorrect because not all compound epithelia have a basement membrane. A basement membrane is a thin layer of extracellular matrix that separates the epithelium from the underlying connective tissue. It is present in simple epithelia and some types of stratified epithelia, but not in all compound epithelia.

Option b is incorrect because compound epithelia do not necessarily have a germinativum layer of columnar cells. The germinativum layer is a layer of stem cells found in some stratified epithelia, but it is not present in all compound epithelia.

Option d is incorrect because compound epithelia do not always have a basal layer of squamous cells. The basal layer of compound epithelia can be composed of different types of cells, such as cuboidal or columnar cells.",7646,b & c,FALSE,medium
1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",structural organisation in animals ,"**Correct Answer: c. Multilayer of cells**

Compound epithelia are classified based on the shape and arrangement of cells in different layers. They are typically multilayer, meaning they have more than one layer of cells. The cells in compound epithelia can be of different shapes, such as squamous, cuboidal, or columnar, and can be arranged in various ways.

Option a is incorrect because not all compound epithelia have a basement membrane. A basement membrane is a thin layer of extracellular matrix that separates the epithelium from the underlying connective tissue. It is present in simple epithelia and some types of stratified epithelia, but not in all compound epithelia.

Option b is incorrect because compound epithelia do not necessarily have a germinativum layer of columnar cells. The germinativum layer is a layer of stem cells found in some stratified epithelia, but it is not present in all compound epithelia.

Option d is incorrect because compound epithelia do not always have a basal layer of squamous cells. The basal layer of compound epithelia can be composed of different types of cells, such as cuboidal or columnar cells.",7647,c only,TRUE,medium
1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",structural organisation in animals ,"**Correct Answer: c. Multilayer of cells**

Compound epithelia are classified based on the shape and arrangement of cells in different layers. They are typically multilayer, meaning they have more than one layer of cells. The cells in compound epithelia can be of different shapes, such as squamous, cuboidal, or columnar, and can be arranged in various ways.

Option a is incorrect because not all compound epithelia have a basement membrane. A basement membrane is a thin layer of extracellular matrix that separates the epithelium from the underlying connective tissue. It is present in simple epithelia and some types of stratified epithelia, but not in all compound epithelia.

Option b is incorrect because compound epithelia do not necessarily have a germinativum layer of columnar cells. The germinativum layer is a layer of stem cells found in some stratified epithelia, but it is not present in all compound epithelia.

Option d is incorrect because compound epithelia do not always have a basal layer of squamous cells. The basal layer of compound epithelia can be composed of different types of cells, such as cuboidal or columnar cells.",7648,"a, b & c",FALSE,medium
1908,"Which of the following characteristic is typical for all kinds of compound epithelia ? 
 a. Presence of basement membrane 
 b. Presence of germinativum layer of columnar cells
 c. Multilayer of cells 
 d. Basal layer of squamous cells",structural organisation in animals ,"**Correct Answer: c. Multilayer of cells**

Compound epithelia are classified based on the shape and arrangement of cells in different layers. They are typically multilayer, meaning they have more than one layer of cells. The cells in compound epithelia can be of different shapes, such as squamous, cuboidal, or columnar, and can be arranged in various ways.

Option a is incorrect because not all compound epithelia have a basement membrane. A basement membrane is a thin layer of extracellular matrix that separates the epithelium from the underlying connective tissue. It is present in simple epithelia and some types of stratified epithelia, but not in all compound epithelia.

Option b is incorrect because compound epithelia do not necessarily have a germinativum layer of columnar cells. The germinativum layer is a layer of stem cells found in some stratified epithelia, but it is not present in all compound epithelia.

Option d is incorrect because compound epithelia do not always have a basal layer of squamous cells. The basal layer of compound epithelia can be composed of different types of cells, such as cuboidal or columnar cells.",7649,a & c,FALSE,medium
1909,Select the correct matching :,structural organisation in animals ,"**Explanation:**

Epithelial tissues are the lining or covering tissues of the body. They are classified based on their shape, arrangement, and function.

**Columnar epithelium:**
* Cells are tall and narrow, with a nucleus located near the base.
* Found in the lining of the digestive tract (excluding the stomach), respiratory tract, and reproductive tract.
* Function: Absorption and secretion.

**Stomach:**
* The lining of the stomach is covered by a stratified epithelium, which is thicker than columnar epithelium.
* The stratified epithelium protects the stomach from the acidic environment and mechanical damage.

Therefore, the correct matching is:

**Columnar epithelium - Digestive tract (excluding stomach)**

**Additional Context:**

* Other types of epithelial tissues include:
    * Squamous epithelium
    * Cuboidal epithelium
    * Ciliated epithelium
* Epithelial tissues have various functions, including:
    * Protection
    * Absorption
    * Secretion
    * Exchange of gases
* The structural organization of epithelial tissues is essential for maintaining homeostasis in the body.",7650,Cuboidal epithelium - Alveolar wall,FALSE,medium
1909,Select the correct matching :,structural organisation in animals ,"**Explanation:**

Epithelial tissues are the lining or covering tissues of the body. They are classified based on their shape, arrangement, and function.

**Columnar epithelium:**
* Cells are tall and narrow, with a nucleus located near the base.
* Found in the lining of the digestive tract (excluding the stomach), respiratory tract, and reproductive tract.
* Function: Absorption and secretion.

**Stomach:**
* The lining of the stomach is covered by a stratified epithelium, which is thicker than columnar epithelium.
* The stratified epithelium protects the stomach from the acidic environment and mechanical damage.

Therefore, the correct matching is:

**Columnar epithelium - Digestive tract (excluding stomach)**

**Additional Context:**

* Other types of epithelial tissues include:
    * Squamous epithelium
    * Cuboidal epithelium
    * Ciliated epithelium
* Epithelial tissues have various functions, including:
    * Protection
    * Absorption
    * Secretion
    * Exchange of gases
* The structural organization of epithelial tissues is essential for maintaining homeostasis in the body.",7651,Columnar epithelium - Stomach,TRUE,medium
1909,Select the correct matching :,structural organisation in animals ,"**Explanation:**

Epithelial tissues are the lining or covering tissues of the body. They are classified based on their shape, arrangement, and function.

**Columnar epithelium:**
* Cells are tall and narrow, with a nucleus located near the base.
* Found in the lining of the digestive tract (excluding the stomach), respiratory tract, and reproductive tract.
* Function: Absorption and secretion.

**Stomach:**
* The lining of the stomach is covered by a stratified epithelium, which is thicker than columnar epithelium.
* The stratified epithelium protects the stomach from the acidic environment and mechanical damage.

Therefore, the correct matching is:

**Columnar epithelium - Digestive tract (excluding stomach)**

**Additional Context:**

* Other types of epithelial tissues include:
    * Squamous epithelium
    * Cuboidal epithelium
    * Ciliated epithelium
* Epithelial tissues have various functions, including:
    * Protection
    * Absorption
    * Secretion
    * Exchange of gases
* The structural organization of epithelial tissues is essential for maintaining homeostasis in the body.",7652,Ciliated epithelium - Intestine,FALSE,medium
1909,Select the correct matching :,structural organisation in animals ,"**Explanation:**

Epithelial tissues are the lining or covering tissues of the body. They are classified based on their shape, arrangement, and function.

**Columnar epithelium:**
* Cells are tall and narrow, with a nucleus located near the base.
* Found in the lining of the digestive tract (excluding the stomach), respiratory tract, and reproductive tract.
* Function: Absorption and secretion.

**Stomach:**
* The lining of the stomach is covered by a stratified epithelium, which is thicker than columnar epithelium.
* The stratified epithelium protects the stomach from the acidic environment and mechanical damage.

Therefore, the correct matching is:

**Columnar epithelium - Digestive tract (excluding stomach)**

**Additional Context:**

* Other types of epithelial tissues include:
    * Squamous epithelium
    * Cuboidal epithelium
    * Ciliated epithelium
* Epithelial tissues have various functions, including:
    * Protection
    * Absorption
    * Secretion
    * Exchange of gases
* The structural organization of epithelial tissues is essential for maintaining homeostasis in the body.",7653,Squamous epithelium - Germinal epithelium,FALSE,medium
1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",structural organisation in animals ,"**Explanation** 

- Assertion (A) is correct because gap junction is a channel that connects the cytoplasm of two adjacent cells. It allows the exchange of ions, molecules and other small molecules between the cells. 
- Reason (R) is also correct because gap junctions facilitate the cells to communicate with each other by allowing the exchange of ions, molecules and other small molecules between the cells. 
However, R is not the correct explanation of A because gap junctions connect the cytoplasm of adjoining cells, not only for communication. 

**Additional context**

Gap junctions are found in a variety of tissues, including the heart, liver, and nervous system. They play an important role in coordinating the activity of cells and in maintaining homeostasis.",7654,Both A and R are true and R is the correct explanation of A.,FALSE,easy
1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",structural organisation in animals ,"**Explanation** 

- Assertion (A) is correct because gap junction is a channel that connects the cytoplasm of two adjacent cells. It allows the exchange of ions, molecules and other small molecules between the cells. 
- Reason (R) is also correct because gap junctions facilitate the cells to communicate with each other by allowing the exchange of ions, molecules and other small molecules between the cells. 
However, R is not the correct explanation of A because gap junctions connect the cytoplasm of adjoining cells, not only for communication. 

**Additional context**

Gap junctions are found in a variety of tissues, including the heart, liver, and nervous system. They play an important role in coordinating the activity of cells and in maintaining homeostasis.",7655,Both A and R are true but R is not correct explanation of A,TRUE,easy
1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",structural organisation in animals ,"**Explanation** 

- Assertion (A) is correct because gap junction is a channel that connects the cytoplasm of two adjacent cells. It allows the exchange of ions, molecules and other small molecules between the cells. 
- Reason (R) is also correct because gap junctions facilitate the cells to communicate with each other by allowing the exchange of ions, molecules and other small molecules between the cells. 
However, R is not the correct explanation of A because gap junctions connect the cytoplasm of adjoining cells, not only for communication. 

**Additional context**

Gap junctions are found in a variety of tissues, including the heart, liver, and nervous system. They play an important role in coordinating the activity of cells and in maintaining homeostasis.",7656,A is true but R is false,FALSE,easy
1910,"Assertion (A) : Gap junctions connect the cytoplasm of adjoining cells.
 Reason (R) : Gap junctions facilitate the cells to communicate with each other",structural organisation in animals ,"**Explanation** 

- Assertion (A) is correct because gap junction is a channel that connects the cytoplasm of two adjacent cells. It allows the exchange of ions, molecules and other small molecules between the cells. 
- Reason (R) is also correct because gap junctions facilitate the cells to communicate with each other by allowing the exchange of ions, molecules and other small molecules between the cells. 
However, R is not the correct explanation of A because gap junctions connect the cytoplasm of adjoining cells, not only for communication. 

**Additional context**

Gap junctions are found in a variety of tissues, including the heart, liver, and nervous system. They play an important role in coordinating the activity of cells and in maintaining homeostasis.",7657,A and R are false,FALSE,easy
